MOTIF ID	LOCATIONS	REFERENCES	DESCRIPTION
K2319.2	Ireland	Irish myth	Fights with aid of sons and grandsons. They belong to him.
K2319.3	Ireland	Irish myth	When king demand fugitive, saint (who never lies) replies, "Verily, I know not where he is, if he is not under thee even where thou art. " The king is satisfied and departs. Later suspects trick and arrests fugitive.
K2320	France, Spain	Missouri French, Spanish, West Indies	
K2321	Iceland, India	Icelandic, India	
K2321.1	Greenland	Eskimo (Greenland)	
K2321.2	California, India, Italy	Italian Novella, N. A. Indian (California)	
K2322	India, Italy, Japan, Spain	India, Italian Novella, Japanese, Spanish	A drunken man is employed, by the woman who has accidently slain three hunchback brothers, to throw one into the river. He does so. Then she puts another out and finally the third. The man thinks they keep coming to life. Finally he sees the woman's hunchback husband and drowns him.
K2323	Spain	Spanish	In the war between the wild and the domestic animals, the cat raises her tail; the wild animals think that it is a gun and flee.
K2323.1	Japan	Japanese	In war between birds and quadrupeds the fox's lifted tail is to be the signal for the attack. Gnats sting the fox under the tail. He drops it and the quadrupeds flee.
K2323.2	Indonesia, Spain	Indonesia, Spanish	
K2323.3	India	India	
K2324	Japan	Japanese	A cat shrieks and the frightened bear falls out of the tree and hurts himself.
K2324.1	India	India	
K2325	Spain	Spanish	
K2327	Georgia, United States	American Negro (Georgia)	
K2335	Italy	Italian Novella	Is told there is a snake in it.
K2336	India	India	
K2338	India	India	He leaves in haste.
K2345	Japan	Japanese	Man sets juniper afire.
K2345.1	China	Chinese	
K2345.2	India	India	
K2346	Hawaii	Hawaii	
K2351.1	Iceland, Ireland	Icelandic, Irish myth	Fire is attached to birds who fly in and set fire to a besieged city.
K2351.1.1		Jewish	
K2351.2	India		
K2351.2.1	India	India	
K2351.2.2	India	India	
K2351.3	Spain	Jewish, Spanish	
K2351.4		Buddhist myth	
K2351.5	Italy	Italian Novella	
K2351.5.1	Iceland	Icelandic	
K2351.6	Ireland	Irish myth	
K2351.6.1	India	India	
K2351.6.1.1	India	India	Thinking they have been poisoned, they beat a retreat.
K2351.7	Ireland	Irish myth	
K2351.8	India	India	
K2352			They are easily defeated.
K2352.1	Iceland	Icelandic	
K2353	England	English	
K2354	Switserland	Swiss	
K2356	Switserland	Jewish, Swiss	
K2356.1	India	India	
K2357	Iceland, India, Ireland, Spain	Icelandic, India, Irish myth, Spanish Exempla	
K2357.0.1	Iceland	Icelandic	
K2357.0.2	India	India	He has given news to conqueror of his purported death.
K2357.1	Ireland	Irish myth	
K2357.2			
K2357.3	New Zealand	Maori	
K2357.4		Jewish	
K2357.5	Hawaii	Hawaii, Jewish	
K2357.6	Italy	Italian Novella	Slays enemy king.
K2357.7	Iceland	Icelandic	
K2357.8	Iceland, India, Ireland	Icelandic, India, Irish myth	
K2357.9	Greece, Iceland, Ireland	Greek, Icelandic, Irish myth	
K2357.10	Iceland, Ireland	Icelandic, Irish myth	
K2357.11	Ireland	Irish myth	
K2357.12	Ireland	Irish myth	
K2357.13	Ireland	Irish myth	
K2357.14	Ireland	Irish myth	
K2357.15	Iceland, Ireland	Icelandic, Irish myth	
K2358	Ireland	Irish myth	
K2361	India	India	
K2362	Iceland	Icelandic	
K2363	Hawaii	Hawaii	
K2364	England, Greece	English, Greek	
K2364.1	Africa	Africa (Fang)	
K2365.1	Japan, Ovid		
K2365.2	Spain	Spanish Exempla	
K2365.3	Spain	Spanish Exempla	
K2366	Italy	Italian Novella	When they enter they are attacked and defeated.
K2366.1	India	India	
K2367	India	India	
K2368	India	India	
K2368.1.1	U.S.	U.S.	
K2368.2.1	England	England	
K2368.3	India	India	
K2368.4	Iceland	Icelandic	
K2369	Ireland	Irish myth	
K2369.1	Ireland	Irish myth	
K2369.2	Iceland, Ireland	Icelandic, Irish myth	Emerge during battle.
K2369.2.1	Iceland	Icelandic	
K2369.2.2	Iceland	Icelandic	
K2369.3	Spain	Spanish Exempla	
K2369.4	Iceland	Icelandic	
K2369.5	England	England	
K2369.6	Iceland, Spain	Icelandic, Spanish Exempla	Enemy soldiers march through empty bed into city.
K2369.7	Iceland	Icelandic	
K2369.8	Ireland	Irish myth	
K2369.9	Ireland	Irish myth	
K2369.11	India	India	
K2369.12	India	India	
K2369.12.1			
K2369.13	Ireland	Irish myth	
K2371	U.S.	U.S.	
K2371.1	India, Spain	Spanish	
K2371.1.1	Spain	Spanish	Trickster throws a cap or leather apron inside the gate.
K2371.1.2			The trickster demands of Peter an article which he has given in charity. He then sits on it as his own property within the gates.
K2371.1.3			Trickster wishes himself in the sack.
K2371.1.4	Spain	Spanish	
K2371.1.5	Spain	Spanish	
K2371.1.6			
K2371.2	India	India	
K2371.3	India	India	I want to see from above the seventh story of my mansion my great-grandsons playing in the streets and eating their cakes from golden vessels.
K2371.4	China	Chinese	
K2373	Iceland	Icelandic	
K2376	Lithuania, Russian	Lithuanian, Russian	At table each gives his neighbor a box on the ears. The soldier is to give it to the king, but he returns it to the courtier from whom he has received it.
K2377			
K2378			
K2378.1	Ireland	Irish myth	
K2378.2	Ireland	Irish myth	
K2378.3	Iceland	Icelandic	
K2378.4	Iceland	Icelandic	
K2378.5	Iceland	Icelandic	
K2381			
K2382	Spain	Spanish Exempla	
K2382.1	Indonesia	Indonesia	
K2382.2	Indonesia	Indonesia	
K2383			
K2384	Iceland	Icelandic	
K2385	India, Ireland	India, Irish myth, Jewish	
K2388	Iceland	Icelandic	
L0	Breton, Canada, France, India	Breton, French Canadian, India	
L10	Africa, California, Cape, China, Easter, Hawaii, Honolulu, Iceland, India, Ireland, Island, Islands, Polynesia, Spain, Tahiti, Tuamotu, Verde, Zanzibar	. Irish myth, Chinese, Hawaii, Icelandic, India, Jewish, Spanish Exempla, Tahiti, Tuamotu	
L10.1			
L10.1.1	India	India	(Youngest of thirteen brothers.)
L10.2	India	India	
L11	Bay, Greenland, Hudson, India, Kodiak, West	Eskimo (Greenland), India	Always has good luck.
L11.1	India	India	
L12	India	India	
L13	Carriire, French, India, Missouri	India, Jewish, Missouri French, N. A. Indian (Klikitat)	Kind to people or animals: rewarded.
L13.1	India	India	
L21		N. A. Indian (Micmac, Shuswap)	
L31	China, French, India, Missouri, Spain	Missouri French, Spanish	
L32	India	India	
L41		Jewish	
L50	China, France, India, Indonesia, Italy, Kwakiutl, Lang, Maliseet, Rotunda, Spanish, Wichita, fl	. Missouri French, Chinese, India, Indonesia, Italian, N. A. Indian, Spanish	
L51	Africa, India, South Africa	Africa (Zulu), India	
L52	China, Hawaii, Iceland, India, Italy, Tuamotu	Chinese, Hawaii, Icelandic, India, Italian Novella, Tuamotu	
L54			
L54.1	India, Korea	India, Korean	
L55	France, Italy, Lithuania	Italian, Lithuanian, Missouri French	
L55.1	French, Greece, Missouri, Spain	Greek, Missouri French, Spanish	
L61	Africa	Africa (Kaffir)	
L62	Boston, India, Modoc, takelma	N. A. Indian (Pawnee)	Elder have been deceived.
L63	India, Italy	India, Italian	Elder sisters have been deceived.
L71	India	India	
L72	India	N. A. Indian (Klikitat)	
L100	India, Ireland	India, Irish myth	
L101	Africa, China, England, French, Hawaii, Iceland, India, Italy, Missouri	Africa (Fang), Chinese, English, Hawaii, Italian Novella, Missouri French, N. A. Indian, nn. Icelandic	Usually, but not always, the unpromising hero is also the youngest son.
L101.1	Ireland	Irish myth, N. A. Indian (Zusi)	
L102	Breton, France, Ireland, Italy, Tuamotu	Breton, Carriire, Irish myth, Italian Novella, Missouri French, Tuamotu	Usually, but not always, the youngest daughter.
L103	India	India	
L111	China, India	Chinese, India	
L111.1	France, India, Ireland, Italy	India, Irish myth, Italian Novella, Missouri French	
L111.1.1	Iceland	Icelandic	
L111.1.2		West Indies	
L111.2	Iceland, India, Ireland, Italy, Tonga	Icelandic, Irish myth, Italian Novella, Missouri-French, N. A. Indian, Tonga	
L111.2.1	Bonn, France, Iceland, India, Italy, Japan	Icelandic, India, Italian Novella, Japanese, Jewish, Missouri French	Legends of Moses, Cyrus, Beowulf and others.
L111.2.1.1	Ireland	Irish myth	
L111.2.2	Iceland, Italy, Tonga	Icelandic, Italian Novella, Tonga	
L111.2.3	China	Chinese	
L111.2.4	Ireland	Irish myth	
L111.2.5	Iceland	Icelandic	
L111.3	China, French, India, Missouri	Chinese, India, Missouri French	
L111.4	Africa, China, France, India, Tuamotu, Wakweli	Buin, Chinese, India, Missouri French, New Hebrides, Tuamotu	
L111.4.1	India	N. A. Indian	Avenges slaughtered kin.
L111.4.2	Africa, India	Africa (Mossi), India	
L111.4.3	China	Chinese	
L111.4.4	Bay, Greenland, Hudson, West	Eskimo (Greenland)	
L111.5	Africa, Iceland, Nuba	Africa (Nuba), Buddhist myth, Icelandic	
L111.6	Iceland	Icelandic	
L111.7	India	India	
L111.8	India	India	
L111.8.1	India	India	
L111.9	India	India	
L111.10	Africa	Africa (Luba)	
L112	Iceland, India	Icelandic, India	
L112.1	India	India	
L112.1.1	India	S. A. Indian (Chiriguano)	
L112.2	Iceland, Ireland, Korea, Spain	Icelandic, Irish myth, Spanish	
L112.3			
L112.3.1	India	India	
L112.4	Carriire, China, French, Missouri	Chinese, Missouri French, N. A. Indian	
L112.5	Arikara, India, Nebraska	N. A. Indian (Pawnee)	
L112.6	India, London, New, North, Old, York, trail	N. A. Indian (Blackfoot)	
L112.7	Africa, London	Africa (Basuto)	
L112.7.1	Tuamotu	Tuamotu	
L112.8	Africa, India, Wakweli	Africa (Wakweli), India	
L112.9	Ireland	Irish myth	
L112.10	India	India	
L112.11	Tonga	Tonga	
L113.1	French, India, Missouri	India, Missouri French, N. A. Indian (Micmac)	
L113.1.0.1	Blackfoot, French, India, Kodiak, Missouri, Teton, Wichita	India, Missouri French, N. A. Indian, cf. Eskimo (Kodiak)	Rewarded by his success.
L113.1.1	Ireland	Cross, Irish myth	
L113.1.2	France	Breton, Missouri French	
L113.1.3	Italy	Italian Novella	
L113.1.4		Jewish	
L113.1.5	Iceland	Icelandic	
L113.1.6	Iceland, India	Icelandic, India	
L113.1.6.1	Ireland	Irish myth	
L113.1.7		Jewish	
L113.2	France, Italy, Spain	Missouri French, Spanish	
L113.2.1	Iceland	Icelandic	
L113.3	India	India	
L113.4	Africa, Ganda	Africa (Dschagga)	
L113.5	Africa, Cairo, Contes, Nubiens, Quelques, Rochemonteix, Suaheli, Sudan	Africa (Nubian)	
L113.6	Iceland	Icelandic	
L113.7	India	India	
L113.8	India	India	
L113.9	India	India	
L113.10	India	India	
L114	Iceland, India	Icelandic, India	
L114.1	China, French, Hawaii, Iceland, India, Missouri	Chinese, Hawaii, Icelandic, India, Missouri French	
L114.2	French, India, Missouri	India, Missouri French	
L114.3	California, Iceland, India	Icelandic, India, N. A. Indian (California)	
L114.4	India	India	
L114.5	Korea	Korean	
L115	India	India	
L116	Ireland	Irish myth	
L121	French, Iceland, India, Missouri, Spain	Icelandic, Missouri French, Spanish	
L121.1	Kodiak	Eskimo (Kodiak)	
L122	Ireland		
L123	India	India, Jewish	
L123.1			Loved by a courtesan, he proves later to be a great man.
L124	Ireland	Irish myth	
L124.1	Iceland	Icelandic	
L124.1.1	Ireland	Irish myth	
L124.2	Iceland	Icelandic	
L131	China, Iceland, India, Italy, Spain	Icelandic, Spanish	
L131.1	China, India	Chinese, India	
L132	China	Chinese, N. A. Indian	
L133	Iceland	Icelandic	
L134	India	India	
L141	China, France	Chinese, Missouri French, West Indies	
L141.1			A nobleman steals the abbot's flocks, saying that the monks have no use for them since they eat no meat. The most learned of the monks tries to recover them, but without success. The most stupid is then sent. Asked to dinner, he eats till he can hold no more. He tells the nobleman that he ate as much as possible since he could take back with him only what he had in his stomach. The nobleman pleased with the reply returns the flocks.
L141.2	Italy	Italian Novella	They share their loot with him.
L141.3	Bay, Hudson, West	Eskimo (West Hudson Bay)	
L141.4	Tuamotu	Tuamotu	
L142	India	India, Jewish	
L142.1			
L142.2	French, India, Missouri	India, Missouri French	
L142.3	India	India, Jewish	
L143	China, Ireland, Spain	Irish, Spanish	
L143.1	India	India	
L143.2	Africa	Africa	
L144.1			The educated stewards have always cheated. The ignorant puts his belongings in one box, his master's in another. Both master and steward gain.
L144.2	Lithuania, Russian	Lithuanian, Rumanian, Russian	
L145	Breton	Breton	
L145.1			
L146.1			The favorite child is killed through the mother's overanxiety.
L147.1			
L148.1			In spite of the saint's advice the teamster hastens and breaks his wagon.
L151	Italy	Italian	
L152	Africa	Africa (Rozwi)	
L154	Iceland	Icelandic	
L155	Italy	Italian Novella	
L156	Iceland	Icelandic	
L156.1	Korea	Korean	
L160	India, Ireland	India, Irish	
L161	China, France, Honolulu, India, Italy, Japan, Tahiti	Chinese, India, Italian Novella, Japanese, Missouri French, Tahiti	
L161.1	China, India, Korea	Chinese, India, Korean, N. A. Indian (Zusi)	
L161.2	India, Lithuania	India, Lithuanian	
L161.3	Ireland	Irish myth	
L162	French, India, Ireland, Italy, Japan, Missouri, Spain	. Irish myth, Missouri French, Spanish	
L165	China, India, Tuamotu	Buddhist myth, Chinese, India, Jewish, Tuamotu	(Most references to +L161 apply here).
L175	India	India	
L175.1		Cheremis	
L176	India	N. A. Indian	
L177	India	N. A. Indian (Zusi)	
L210	Africa, Cape, Iceland, Islands, Italy, Japan, Spain, Verde	Spanish	
L211	Africa, Angola, Arikara, Batavia, Caribbean, Carolina, China, Den, Haag, India, Italy, Japan, Nez, North, Perci, Spain, Vitry	. North Carolina, Chinese, India, Italian Novella, Japanese, N. A. Indian (Arikara), Spanish Exempla	Objects from which choice is to be made are hidden in caskets (or the like). The worst looking casket proves to be the best choice.
L212	Arikara, China, Germany, India, Indies, Spain, West	German, Spanish	The worst horse, armor, or the like proves best.
L212.1	Ireland	Irish myth	
L212.2	Ireland	Irish myth	Granted wisdom and wealth.
L212.3	Ireland	Irish myth	
L212.3.1	Ireland	Irish myth	
L212.4	India	India	Girl offered reward of five villages chooses rather to be only one on certain night to be allowed to have light in her house and to keep all animals who enter as hers. All kinds of livestock come.
L213	Spain	Spanish Exempla	Treasure follows.
L213.1	China	Chinese	
L213.2	China	Chinese	
L214	Africa	Africa (Basuto)	Fortunate choice.
L215	Africa, Jamaica, Tonga	Africa (Benga), Jamaica, Tonga	Hero refuses to take one that cries out "take me!
L216	California, India	N. A. Indian (California)	
L217	India	India	A Brahmin returns home to find a palace instead of a cottage; he recognizes his wife only after she throws off her jewels and ornaments to stand before him in her old rags.
L217.1	India	India	Weaver laments loss of water vessel. Offered many new, but prefers old and modest life.
L220	India	N. A. Indian	
L221	India, Italy	India	Asked what her father shall bring her as a present, the heroine chooses a modest gift. It is usually a flower but sometimes does not turn out to be such a simple gift after all (golden cloak, golden apple).
L221.1			
L222	Cape, England, Gipsy, Islands, Verde, t'bingen	Cape Verde Islands, Gipsy, Jewish	Small gift with blessing preferred to large gift with parent's curse.
L222.1		Jewish	Counsels chosen.
L222.2	India	India	Bones thrown to pursuing dogs delay them and allow escape; not so with meat.
L222.3	China	Chinese	
L222.4	Korea	Korean	
L225	Iceland, Italy	Icelandic, Italian	Rides away without it.
L251	Vitry		Latter refuses all but large donations; gets none.
L291	India	India	King asks prince whether he has secret of prosperity forever or a day. Prince says "forever" and is captured. Later his wife, asked same question, says "for a day" and is honored.
L300	Ireland	Irish myth	
L301			Gives everyone the same measure of wit, so that the smaller are more clever than the large.
L311	California, England, Guatamala, Iceland, India, Ireland, Italy, Japan, Spain, Tuamotu	English, Guatamala Indian (Quiche), Icelandic, Irish myth, Italian Novella, Japanese, Jewish, N. A. Indian (Southern Paiute, Shivwits), Spanish Exempla	
